"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVK","Slovak Republic","2020","2020",0.84,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2010","2010",0.92,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2011","2011",0.94,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2012","2012",1.05,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2013","2013",1.12,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2014","2014",1.17,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2015","2015",1.19,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2016","2016",1.21,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2017","2017",1.16,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2018","2018",1.19,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2019","2019",1.23,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2020","2020",1.32,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2010","2010",1.03,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2011","2011",1.05,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2012","2012",1.18,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2013","2013",1.26,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2014","2014",1.34,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2015","2015",1.37,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2016","2016",1.38,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2017","2017",1.3,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2018","2018",1.32,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2019","2019",1.37,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2020","2020",1.47,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2010","2010",1.38,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2011","2011",1.39,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2012","2012",1.4,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2013","2013",1.43,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2014","2014",1.47,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2015","2015",1.5,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2016","2016",1.53,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2017","2017",1.56,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2018","2018",1.58,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2019","2019",1.6,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ESP","Spain","2020","2020",1.62,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2010","2010",0.76,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2011","2011",0.77,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2012","2012",0.77,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2013","2013",0.76,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2014","2014",0.76,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2015","2015",0.77,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2016","2016",0.77,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2017","2017",0.77,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2018","2018",0.79,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2019","2019",0.79,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2010","2010",0.81,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2011","2011",0.82,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2012","2012",0.83,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2013","2013",0.82,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2014","2014",0.83,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2015","2015",0.84,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2016","2016",0.84,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2017","2017",0.84,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2018","2018",0.86,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2019","2019",0.86,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2010","2010",1.27,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2011","2011",1.31,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2012","2012",1.35,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2013","2013",1.38,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2014","2014",1.41,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2015","2015",1.45,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2016","2016",1.48,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2017","2017",1.5,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2018","2018",1.54,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2019","2019",1.58,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","SWE","Sweden","2020","2020",1.61,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2010","2010",0.64,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2011","2011",0.66,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2012","2012",0.67,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2013","2013",0.65,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2014","2014",0.65,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2015","2015",0.64,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2016","2016",0.7,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2017","2017",0.7,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2018","2018",0.69,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","CHE","Switzerland","2019","2019",0.67,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","TUR","Türkiye","2010","2010",0.36,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","TUR","Türkiye","2011","2011",0.35,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","TUR","Türkiye","2012","2012",0.35,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","TUR","Türkiye","2013","2013",0.35,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","TUR","Türkiye","2014","2014",0.35,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","TUR","Türkiye","2015","2015",0.35,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","TUR","Türkiye","2016","2016",0.35,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","TUR","Türkiye","2017","2017",0.36,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","TUR","Türkiye","2018","2018",0.39,"B","Break"
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","TUR","Türkiye","2019","2019",0.41,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","TUR","Türkiye","2020","2020",0.42,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2010","2010",0.65,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2011","2011",0.76,"B","Break"
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2012","2012",0.78,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2013","2013",0.8,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2014","2014",0.82,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2015","2015",0.84,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2016","2016",0.86,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2017","2017",0.85,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2018","2018",0.86,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2019","2019",0.87,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","GBR","United Kingdom","2020","2020",0.85,"P","Provisional value"
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2010","2010",0.87,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2011","2011",0.87,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2012","2012",0.9,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2013","2013",0.91,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2014","2014",0.91,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2015","2015",0.92,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2016","2016",0.95,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2017","2017",0.95,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2018","2018",0.95,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2019","2019",0.95,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","USA","United States","2020","2020",0.95,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2010","2010",0.26,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2011","2011",0.27,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2012","2012",0.3,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2013","2013",0.34,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2014","2014",0.41,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2015","2015",0.44,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2016","2016",0.47,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2017","2017",0.5,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2018","2018",0.53,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2019","2019",0.55,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2020","2020",0.6,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","CHL","Chile","2021","2021",0.62,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2010","2010",0.63,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2011","2011",0.63,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2012","2012",0.64,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2013","2013",0.66,"B","Break"
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2014","2014",0.67,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2015","2015",0.72,"B","Break"
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2016","2016",0.73,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2017","2017",0.73,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2018","2018",0.72,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2019","2019",0.72,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2020","2020",0.73,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2010","2010",0.88,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2011","2011",0.92,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2012","2012",0.97,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2013","2013",1,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2014","2014",0.99,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2015","2015",1.02,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2016","2016",1.03,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2017","2017",1.05,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2018","2018",1.09,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2019","2019",1.1,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","EST","Estonia","2020","2020",1.14,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2010","2010",0.75,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2011","2011",0.75,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2012","2012",0.75,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2013","2013",0.73,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2014","2014",0.71,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2015","2015",0.74,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2016","2016",0.72,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2017","2017",0.76,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2018","2018",0.87,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2019","2019",0.94,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2020","2020",0.9,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2010","2010",0.8,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2011","2011",0.83,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2012","2012",0.84,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2013","2013",0.84,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2014","2014",0.86,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2015","2015",0.86,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2016","2016",0.89,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2017","2017",0.92,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2018","2018",0.92,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2019","2019",0.93,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2020","2020",0.93,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2021","2021",0.94,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2010","2010",0.9,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2011","2011",0.92,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2012","2012",0.94,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2013","2013",0.94,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2014","2014",0.97,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2015","2015",0.97,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2016","2016",1.01,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2017","2017",1.04,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2018","2018",1.04,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2019","2019",1.06,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2020","2020",1.06,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","ISR","Israel","2021","2021",1.07,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2010","2010",0.54,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2011","2011",0.55,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2012","2012",0.56,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2013","2013",0.58,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2014","2014",0.6,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2015","2015",0.63,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2016","2016",0.66,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2017","2017",0.69,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2018","2018",0.71,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2019","2019",0.73,,
"PHSTPHAR","Practising pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2020","2020",0.74,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2010","2010",0.86,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2011","2011",0.88,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2012","2012",0.74,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2013","2013",0.75,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2014","2014",0.66,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2015","2015",0.68,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2016","2016",0.71,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2017","2017",0.74,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2018","2018",0.77,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2019","2019",0.78,,
"PHSTPAPH","Professionally active pharmacists","DENSPPNB","Density per 1 000 population (head counts)","SVN","Slovenia","2020","2020",0.8,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2010","2010",0.93,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2011","2011",0.99,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2012","2012",1.02,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2013","2013",1.04,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2014","2014",1.06,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2015","2015",1.1,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2016","2016",1.14,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2017","2017",1.2,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2018","2018",1.22,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2019","2019",1.23,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2020","2020",1.25,,
"PHSTLPPH","Pharmacists licensed to practice","DENSPPNB","Density per 1 000 population (head counts)","LTU","Lithuania","2021","2021",1.22,"P","Provisional value"
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2010","2010",1583,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2011","2011",1529,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2012","2012",1569,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","LVA","Latvia","2013","2013",1689,"B","Break"
